seed,model,feature_set,feature,importance
14,RF_PI,Set1,U.ratio,0.31801281589551345
14,RF_PI,Set1,Mw,0.09290939730398116
14,RF_PI,Set1,EpiD,0.18758444025929005
14,RF_PI,Set1,E.Dep,0.10245021347895775
14,RF_PI,Set1,ray.p,0.12631586188858585
14,RF_PI,Set1,j.angle,0.17272727117367181
14,RF_PI,Set2,U.ratio,0.14106002223025407
14,RF_PI,Set2,Mw,0.021557819494857414
14,RF_PI,Set2,EpiD,0.04746304411655103
14,RF_PI,Set2,E.Dep,0.023108694892299476
14,RF_PI,Set2,ray.p,0.023124107708096264
14,RF_PI,Set2,j.angle,0.086341385979396
14,RF_PI,Set2,S.Lat,0.285464650179114
14,RF_PI,Set2,S.Long,0.37188027539943164
14,RF_PI,Set3,U.ratio,0.2154524772440499
14,RF_PI,Set3,Mw,0.038138467793407065
14,RF_PI,Set3,EpiD,0.08046618776436945
14,RF_PI,Set3,E.Dep,0.0439985476414713
14,RF_PI,Set3,ray.p,0.05497804459494496
14,RF_PI,Set3,j.angle,0.12934810113092984
14,RF_PI,Set3,slope_500m,0.4376181738308275
14,RF_PI,Set4,U.ratio,0.12904351205439774
14,RF_PI,Set4,Mw,0.014896552739931835
14,RF_PI,Set4,EpiD,0.029699398932036266
14,RF_PI,Set4,E.Dep,0.016528559324040706
14,RF_PI,Set4,ray.p,0.018442691826922736
14,RF_PI,Set4,j.angle,0.08686130969927251
14,RF_PI,Set4,S.Lat,0.22971806011814225
14,RF_PI,Set4,S.Long,0.29434609895094244
14,RF_PI,Set4,slope_500m,0.18046381635431347
