seed,model,feature_set,feature,importance
22,RF_PI,Set1,U.ratio,0.33212378225648814
22,RF_PI,Set1,Mw,0.09010781825652993
22,RF_PI,Set1,EpiD,0.20676106994661222
22,RF_PI,Set1,E.Dep,0.09583661125686306
22,RF_PI,Set1,ray.p,0.11352577444197073
22,RF_PI,Set1,j.angle,0.161644943841536
22,RF_PI,Set2,U.ratio,0.17818630204047745
22,RF_PI,Set2,Mw,0.02404362161168132
22,RF_PI,Set2,EpiD,0.07065562636134357
22,RF_PI,Set2,E.Dep,0.025436681542129736
22,RF_PI,Set2,ray.p,0.027438449878948407
22,RF_PI,Set2,j.angle,0.11255879956527955
22,RF_PI,Set2,S.Lat,0.1566526999295094
22,RF_PI,Set2,S.Long,0.4050278190706306
22,RF_PI,Set3,U.ratio,0.19851093727000776
22,RF_PI,Set3,Mw,0.035812490340726644
22,RF_PI,Set3,EpiD,0.08869184049886997
22,RF_PI,Set3,E.Dep,0.036294082732469105
22,RF_PI,Set3,ray.p,0.04627788644167864
22,RF_PI,Set3,j.angle,0.12118820967031607
22,RF_PI,Set3,slope_500m,0.47322455304593175
22,RF_PI,Set4,U.ratio,0.15171472717066978
22,RF_PI,Set4,Mw,0.01994903343234099
22,RF_PI,Set4,EpiD,0.047623183272681995
22,RF_PI,Set4,E.Dep,0.019480015991196562
22,RF_PI,Set4,ray.p,0.021291629597463804
22,RF_PI,Set4,j.angle,0.11076439737857814
22,RF_PI,Set4,S.Lat,0.11586599512265584
22,RF_PI,Set4,S.Long,0.288216777529788
22,RF_PI,Set4,slope_500m,0.2250942405046249
