seed,model,feature_set,feature,importance
24,RF_PI,Set1,U.ratio,0.3040337649493927
24,RF_PI,Set1,Mw,0.09927672044104889
24,RF_PI,Set1,EpiD,0.2322792779244116
24,RF_PI,Set1,E.Dep,0.09938740178108589
24,RF_PI,Set1,ray.p,0.11115130442262132
24,RF_PI,Set1,j.angle,0.15387153048143956
24,RF_PI,Set2,U.ratio,0.17852380931896894
24,RF_PI,Set2,Mw,0.027096925440099808
24,RF_PI,Set2,EpiD,0.06310922141492914
24,RF_PI,Set2,E.Dep,0.022163874872851545
24,RF_PI,Set2,ray.p,0.024975437096122894
24,RF_PI,Set2,j.angle,0.11914878632771102
24,RF_PI,Set2,S.Lat,0.19527399530192074
24,RF_PI,Set2,S.Long,0.36970795022739594
24,RF_PI,Set3,U.ratio,0.19427732739013964
24,RF_PI,Set3,Mw,0.04754264876886519
24,RF_PI,Set3,EpiD,0.11882672609135453
24,RF_PI,Set3,E.Dep,0.042737068128583855
24,RF_PI,Set3,ray.p,0.0454182168541494
24,RF_PI,Set3,j.angle,0.12248724976670115
24,RF_PI,Set3,slope_500m,0.4287107630002063
24,RF_PI,Set4,U.ratio,0.15929427111947214
24,RF_PI,Set4,Mw,0.021842446201193206
24,RF_PI,Set4,EpiD,0.051918803592866936
24,RF_PI,Set4,E.Dep,0.01827848320425294
24,RF_PI,Set4,ray.p,0.020241945469961845
24,RF_PI,Set4,j.angle,0.10601861819387852
24,RF_PI,Set4,S.Lat,0.13692255715647175
24,RF_PI,Set4,S.Long,0.2934389483230028
24,RF_PI,Set4,slope_500m,0.19204392673889983
