seed,model,feature_set,feature,importance
7,RF_PI,Set1,U.ratio,0.3632408854292918
7,RF_PI,Set1,Mw,0.07603307838425644
7,RF_PI,Set1,EpiD,0.18993241319918397
7,RF_PI,Set1,E.Dep,0.07490367931229053
7,RF_PI,Set1,ray.p,0.09499483338642324
7,RF_PI,Set1,j.angle,0.2008951102885541
7,RF_PI,Set2,U.ratio,0.25000509605259236
7,RF_PI,Set2,Mw,0.02561200281763154
7,RF_PI,Set2,EpiD,0.07929157222665373
7,RF_PI,Set2,E.Dep,0.029084571831388354
7,RF_PI,Set2,ray.p,0.02965119905355812
7,RF_PI,Set2,j.angle,0.14621432459159178
7,RF_PI,Set2,S.Lat,0.1941208633477139
7,RF_PI,Set2,S.Long,0.24602037007887023
7,RF_PI,Set3,U.ratio,0.2929659604796761
7,RF_PI,Set3,Mw,0.04350807050178251
7,RF_PI,Set3,EpiD,0.11526530444790117
7,RF_PI,Set3,E.Dep,0.040119737175461384
7,RF_PI,Set3,ray.p,0.04896653938488061
7,RF_PI,Set3,j.angle,0.15152836632885763
7,RF_PI,Set3,slope_500m,0.3076460216814407
7,RF_PI,Set4,U.ratio,0.21862472740837596
7,RF_PI,Set4,Mw,0.020874575746039986
7,RF_PI,Set4,EpiD,0.06353544250099008
7,RF_PI,Set4,E.Dep,0.023960572842443042
7,RF_PI,Set4,ray.p,0.024405259409322217
7,RF_PI,Set4,j.angle,0.14395386611625355
7,RF_PI,Set4,S.Lat,0.15552888602209458
7,RF_PI,Set4,S.Long,0.20064653159369567
7,RF_PI,Set4,slope_500m,0.14847013836078488
