seed,model,feature_set,feature,importance
10,RF_PI,Set1,U.ratio,0.33712332460617894
10,RF_PI,Set1,Mw,0.0854794810640409
10,RF_PI,Set1,EpiD,0.2064607494791955
10,RF_PI,Set1,E.Dep,0.09251472496242731
10,RF_PI,Set1,ray.p,0.1118861562227363
10,RF_PI,Set1,j.angle,0.16653556366542097
10,RF_PI,Set2,U.ratio,0.14641213891626376
10,RF_PI,Set2,Mw,0.015263283941292565
10,RF_PI,Set2,EpiD,0.053031690902453736
10,RF_PI,Set2,E.Dep,0.01800424833146897
10,RF_PI,Set2,ray.p,0.02181709270699208
10,RF_PI,Set2,j.angle,0.09219060035376309
10,RF_PI,Set2,S.Lat,0.291294972816659
10,RF_PI,Set2,S.Long,0.3619859720311069
10,RF_PI,Set3,U.ratio,0.22756123638521203
10,RF_PI,Set3,Mw,0.03313502659172384
10,RF_PI,Set3,EpiD,0.09588897314924004
10,RF_PI,Set3,E.Dep,0.03577213661314384
10,RF_PI,Set3,ray.p,0.04368053630970967
10,RF_PI,Set3,j.angle,0.13248839675667523
10,RF_PI,Set3,slope_500m,0.4314736941942954
10,RF_PI,Set4,U.ratio,0.14262607578258063
10,RF_PI,Set4,Mw,0.012551652017229971
10,RF_PI,Set4,EpiD,0.042923789666951824
10,RF_PI,Set4,E.Dep,0.014217638838645996
10,RF_PI,Set4,ray.p,0.01781878520746238
10,RF_PI,Set4,j.angle,0.09012162498834547
10,RF_PI,Set4,S.Lat,0.22333086450633494
10,RF_PI,Set4,S.Long,0.29108708942000533
10,RF_PI,Set4,slope_500m,0.16532247957244353
