seed,model,feature_set,feature,importance
9,RF_PI,Set1,U.ratio,0.23438333138746645
9,RF_PI,Set1,Mw,0.09407211218338755
9,RF_PI,Set1,EpiD,0.30276277644420635
9,RF_PI,Set1,E.Dep,0.11221971667556634
9,RF_PI,Set1,ray.p,0.14006700963565413
9,RF_PI,Set1,j.angle,0.11649505367371926
9,RF_PI,Set2,U.ratio,0.14376624288611914
9,RF_PI,Set2,Mw,0.027529111992850366
9,RF_PI,Set2,EpiD,0.10419680236396314
9,RF_PI,Set2,E.Dep,0.03365682832850522
9,RF_PI,Set2,ray.p,0.040065540490242475
9,RF_PI,Set2,j.angle,0.09174264231443528
9,RF_PI,Set2,S.Lat,0.17094140204445374
9,RF_PI,Set2,S.Long,0.3881014295794307
9,RF_PI,Set3,U.ratio,0.17974151638099478
9,RF_PI,Set3,Mw,0.04807125390784099
9,RF_PI,Set3,EpiD,0.1983632530014685
9,RF_PI,Set3,E.Dep,0.06469019379670472
9,RF_PI,Set3,ray.p,0.08022157306272641
9,RF_PI,Set3,j.angle,0.10266337510399136
9,RF_PI,Set3,slope_500m,0.3262488347462732
9,RF_PI,Set4,U.ratio,0.13688957649552264
9,RF_PI,Set4,Mw,0.022224429663255354
9,RF_PI,Set4,EpiD,0.09155322473010248
9,RF_PI,Set4,E.Dep,0.028290579922031565
9,RF_PI,Set4,ray.p,0.033856946480819966
9,RF_PI,Set4,j.angle,0.08329673996729406
9,RF_PI,Set4,S.Lat,0.14407887027254027
9,RF_PI,Set4,S.Long,0.32331945524401495
9,RF_PI,Set4,slope_500m,0.13649017722441867
