seed,model,feature_set,feature,importance
13,RF_PI,Set1,U.ratio,0.4088397249938268
13,RF_PI,Set1,Mw,0.05198796263483425
13,RF_PI,Set1,EpiD,0.16397006299190406
13,RF_PI,Set1,E.Dep,0.0830037481099096
13,RF_PI,Set1,ray.p,0.09023462140477728
13,RF_PI,Set1,j.angle,0.20196387986474798
13,RF_PI,Set2,U.ratio,0.19281624557080074
13,RF_PI,Set2,Mw,0.016202136766443533
13,RF_PI,Set2,EpiD,0.05280238956254955
13,RF_PI,Set2,E.Dep,0.02081913581829982
13,RF_PI,Set2,ray.p,0.0200362025055995
13,RF_PI,Set2,j.angle,0.11513566936178171
13,RF_PI,Set2,S.Lat,0.2807244848934202
13,RF_PI,Set2,S.Long,0.30146373552110495
13,RF_PI,Set3,U.ratio,0.2787356623492541
13,RF_PI,Set3,Mw,0.021741460253303167
13,RF_PI,Set3,EpiD,0.07636898354844573
13,RF_PI,Set3,E.Dep,0.038170921609842146
13,RF_PI,Set3,ray.p,0.04615446718449459
13,RF_PI,Set3,j.angle,0.16203050277627754
13,RF_PI,Set3,slope_500m,0.37679800227838267
13,RF_PI,Set4,U.ratio,0.17341680270217372
13,RF_PI,Set4,Mw,0.01179019763898313
13,RF_PI,Set4,EpiD,0.04048635533921918
13,RF_PI,Set4,E.Dep,0.016675816374189956
13,RF_PI,Set4,ray.p,0.01719043404558316
13,RF_PI,Set4,j.angle,0.1248668804785636
13,RF_PI,Set4,S.Lat,0.2195307899081895
13,RF_PI,Set4,S.Long,0.22211706072170884
13,RF_PI,Set4,slope_500m,0.17392566279138896
