seed,model,feature_set,feature,importance
12,RF_PI,Set1,U.ratio,0.37313668594711513
12,RF_PI,Set1,Mw,0.06800176063328926
12,RF_PI,Set1,EpiD,0.1699391470460456
12,RF_PI,Set1,E.Dep,0.07935315299710476
12,RF_PI,Set1,ray.p,0.08970444010788761
12,RF_PI,Set1,j.angle,0.21986481326855767
12,RF_PI,Set2,U.ratio,0.18537205616343977
12,RF_PI,Set2,Mw,0.016636634023957438
12,RF_PI,Set2,EpiD,0.05170708640075623
12,RF_PI,Set2,E.Dep,0.021929957537336554
12,RF_PI,Set2,ray.p,0.01890162534304804
12,RF_PI,Set2,j.angle,0.10926739293641513
12,RF_PI,Set2,S.Lat,0.26271551416763633
12,RF_PI,Set2,S.Long,0.33346973342741054
12,RF_PI,Set3,U.ratio,0.2856224282677601
12,RF_PI,Set3,Mw,0.027477599558976818
12,RF_PI,Set3,EpiD,0.10087308362025939
12,RF_PI,Set3,E.Dep,0.04234473134175136
12,RF_PI,Set3,ray.p,0.049508317640332776
12,RF_PI,Set3,j.angle,0.1746582150597196
12,RF_PI,Set3,slope_500m,0.3195156245111999
12,RF_PI,Set4,U.ratio,0.1661752187531909
12,RF_PI,Set4,Mw,0.014784382047389424
12,RF_PI,Set4,EpiD,0.041718307293874
12,RF_PI,Set4,E.Dep,0.01821970326506281
12,RF_PI,Set4,ray.p,0.015196721597155108
12,RF_PI,Set4,j.angle,0.11551839266339546
12,RF_PI,Set4,S.Lat,0.20846340014689438
12,RF_PI,Set4,S.Long,0.2734313537990756
12,RF_PI,Set4,slope_500m,0.14649252043396216
