seed,model,feature_set,feature,importance
23,RF_PI,Set1,U.ratio,0.3733067817504772
23,RF_PI,Set1,Mw,0.061816359627730126
23,RF_PI,Set1,EpiD,0.17770269895187793
23,RF_PI,Set1,E.Dep,0.0930258788547102
23,RF_PI,Set1,ray.p,0.08827478846120461
23,RF_PI,Set1,j.angle,0.2058734923539999
23,RF_PI,Set2,U.ratio,0.1727135354773828
23,RF_PI,Set2,Mw,0.01842147749372467
23,RF_PI,Set2,EpiD,0.04738352602808928
23,RF_PI,Set2,E.Dep,0.021242187509950168
23,RF_PI,Set2,ray.p,0.018033102555240373
23,RF_PI,Set2,j.angle,0.10171859966349132
23,RF_PI,Set2,S.Lat,0.2500325042697093
23,RF_PI,Set2,S.Long,0.3704550670024121
23,RF_PI,Set3,U.ratio,0.24629752662624613
23,RF_PI,Set3,Mw,0.025388524357341388
23,RF_PI,Set3,EpiD,0.08778762297124179
23,RF_PI,Set3,E.Dep,0.03617536925095914
23,RF_PI,Set3,ray.p,0.03943946127062825
23,RF_PI,Set3,j.angle,0.164955964841575
23,RF_PI,Set3,slope_500m,0.3999555306820083
23,RF_PI,Set4,U.ratio,0.1604477543479756
23,RF_PI,Set4,Mw,0.012910746363952359
23,RF_PI,Set4,EpiD,0.03755290732944787
23,RF_PI,Set4,E.Dep,0.013832844644142252
23,RF_PI,Set4,ray.p,0.014440018116403651
23,RF_PI,Set4,j.angle,0.10037178010785712
23,RF_PI,Set4,S.Lat,0.19740049629462494
23,RF_PI,Set4,S.Long,0.2964512623050775
23,RF_PI,Set4,slope_500m,0.16659219049051877
