seed,model,feature_set,feature,importance
18,RF_PI,Set1,U.ratio,0.2981026074646292
18,RF_PI,Set1,Mw,0.11900695945705793
18,RF_PI,Set1,EpiD,0.23967294945349596
18,RF_PI,Set1,E.Dep,0.09124446929699145
18,RF_PI,Set1,ray.p,0.11799945424202049
18,RF_PI,Set1,j.angle,0.13397356008580502
18,RF_PI,Set2,U.ratio,0.191588078619771
18,RF_PI,Set2,Mw,0.03453802211977197
18,RF_PI,Set2,EpiD,0.087388562328101
18,RF_PI,Set2,E.Dep,0.030469697292687888
18,RF_PI,Set2,ray.p,0.030890552840347772
18,RF_PI,Set2,j.angle,0.11819109083430036
18,RF_PI,Set2,S.Lat,0.16849431131559706
18,RF_PI,Set2,S.Long,0.3384396846494231
18,RF_PI,Set3,U.ratio,0.20465993981147912
18,RF_PI,Set3,Mw,0.04924966454214809
18,RF_PI,Set3,EpiD,0.128558045796259
18,RF_PI,Set3,E.Dep,0.0390081227213106
18,RF_PI,Set3,ray.p,0.05441776443987165
18,RF_PI,Set3,j.angle,0.10621802303298299
18,RF_PI,Set3,slope_500m,0.41788843965594863
18,RF_PI,Set4,U.ratio,0.17810666652306537
18,RF_PI,Set4,Mw,0.028560233201028302
18,RF_PI,Set4,EpiD,0.0642908600826623
18,RF_PI,Set4,E.Dep,0.022238945557972824
18,RF_PI,Set4,ray.p,0.024643284090296126
18,RF_PI,Set4,j.angle,0.10553840864779931
18,RF_PI,Set4,S.Lat,0.122787393333073
18,RF_PI,Set4,S.Long,0.2586306750970348
18,RF_PI,Set4,slope_500m,0.19520353346706795
