seed,model,feature_set,feature,importance
15,RF_PI,Set1,U.ratio,0.31293698669768744
15,RF_PI,Set1,Mw,0.07707605536256112
15,RF_PI,Set1,EpiD,0.2114932589426402
15,RF_PI,Set1,E.Dep,0.10530112834061706
15,RF_PI,Set1,ray.p,0.12825395272475132
15,RF_PI,Set1,j.angle,0.1649386179317428
15,RF_PI,Set2,U.ratio,0.16430740087709036
15,RF_PI,Set2,Mw,0.020863501790365686
15,RF_PI,Set2,EpiD,0.054849070305796305
15,RF_PI,Set2,E.Dep,0.02175050050483498
15,RF_PI,Set2,ray.p,0.026799731435795816
15,RF_PI,Set2,j.angle,0.09864080773350412
15,RF_PI,Set2,S.Lat,0.2827319059141129
15,RF_PI,Set2,S.Long,0.33005708143849993
15,RF_PI,Set3,U.ratio,0.22012372769090624
15,RF_PI,Set3,Mw,0.034467212491122654
15,RF_PI,Set3,EpiD,0.11986450838433833
15,RF_PI,Set3,E.Dep,0.049189825025352775
15,RF_PI,Set3,ray.p,0.055818796981269334
15,RF_PI,Set3,j.angle,0.12822127165989755
15,RF_PI,Set3,slope_500m,0.3923146577671131
15,RF_PI,Set4,U.ratio,0.14931387835083854
15,RF_PI,Set4,Mw,0.015427538457158132
15,RF_PI,Set4,EpiD,0.04421257807082377
15,RF_PI,Set4,E.Dep,0.016742397736143118
15,RF_PI,Set4,ray.p,0.020098674553360493
15,RF_PI,Set4,j.angle,0.10484627571775353
15,RF_PI,Set4,S.Lat,0.22501639728039605
15,RF_PI,Set4,S.Long,0.26979167357184347
15,RF_PI,Set4,slope_500m,0.15455058626168292
