seed,model,feature_set,RMSE,R2,MAE,Bias,Delta_RMSE,Delta_R2,Delta_MAE
1,P-wave,P-wave,260.3169489757642,-0.8238743494423018,202.6253164556962,109.49113924050633,0.0,0.0,0.0
1,ANN_PI,Set1,246.27456648073158,-0.6324096409746021,192.25724260550976,113.94744396048276,-14.042382495032626,0.1914647084676997,-10.368073850186448
1,ANN_PI,Set2,210.6201418882039,-0.19396013533109113,173.2633597804352,106.68599601730197,-49.6968070875603,0.6299142141112106,-29.361956675261013
1,ANN_PI,Set3,222.63656327179993,-0.334083470811795,181.39490919171692,104.2057787388328,-37.680385703964276,0.48979087863050674,-21.230407263979288
1,ANN_PI,Set4,209.27744438640704,-0.17878573338783688,175.5719255038927,107.10279674317206,-51.039504589357165,0.6450886160544649,-27.05339095180352
2,P-wave,P-wave,197.22472325602243,0.5249748962610956,142.609756097561,-11.609756097560975,0.0,0.0,0.0
2,ANN_PI,Set1,228.2064349183778,0.3640109715829484,166.86433054295128,-49.50969718792095,30.981711662355366,-0.16096392467814724,24.25457444539029
2,ANN_PI,Set2,168.7892779803478,0.6520766617317151,130.09881415275206,21.383403355658672,-28.435445275674624,0.12710176547061947,-12.510941944808934
2,ANN_PI,Set3,215.45703044431227,0.43308859972671865,157.37293299299705,-46.47245259322961,18.232307188289838,-0.09188629653437697,14.763176895436061
2,ANN_PI,Set4,187.58869605937858,0.5702586141711596,132.5784875705059,-24.555007956984905,-9.636027196643852,0.045283717910064025,-10.03126852705509
3,P-wave,P-wave,252.8075704083767,0.3089197823602752,192.02967359050444,-89.10385756676558,0.0,0.0,0.0
3,ANN_PI,Set1,280.10817771188647,0.15160150804964934,212.92428347232104,-157.76139807046306,27.300607303509764,-0.15731827431062584,20.894609881816592
3,ANN_PI,Set2,253.00903680229996,0.3078178777280882,195.89704950511114,-115.1135201755458,0.20146639392325483,-0.0011019046321869563,3.867375914606697
3,ANN_PI,Set3,295.60248960066343,0.05514647774058146,224.6624082322783,-167.1214186696942,42.79491919228673,-0.2537733046196937,32.63273464177385
