seed,model,feature_set,RMSE,R2,MAE,Bias,Delta_RMSE,Delta_R2,Delta_MAE
32,P-wave,P-wave,242.57946789787061,-0.25847811422901046,175.4766081871345,95.99122807017544,0.0,0.0,0.0
32,GB_PI,Set1,228.79899549302945,-0.11955598493818465,169.33530318826558,96.47981512245374,-13.780472404841163,0.1389221292908258,-6.141304998868918
32,GB_PI,Set2,198.6115338287334,0.15638067465673933,152.56960743232986,66.15440344442165,-43.967934069137215,0.4148587888857498,-22.907000754804642
32,GB_PI,Set3,202.3962698836944,0.12392235665924012,151.81508470213754,81.27441605464558,-40.18319801417621,0.3824004708882506,-23.661523484996962
32,GB_PI,Set4,205.5643432075802,0.09628152859436279,166.18816379209463,92.64387658603579,-37.015124690290406,0.35475964282337324,-9.288444395039875
33,P-wave,P-wave,202.64529392886269,0.1416513101342035,161.2969696969697,2.1575757575757577,0.0,0.0,0.0
33,GB_PI,Set1,187.04412815324218,0.2687281401092255,147.2615472617592,-16.88714384638647,-15.601165775620501,0.127076829975022,-14.035422435210506
33,GB_PI,Set2,188.03324561005175,0.26097353946620405,143.40623180241855,-29.517176452794537,-14.612048318810935,0.11932222933200054,-17.890737894551165
33,GB_PI,Set3,179.40514774356072,0.32723946980473795,133.6734775066685,-22.588948921082974,-23.240146185301967,0.18558815967053444,-27.62349219030122
33,GB_PI,Set4,177.63681484393607,0.3404364325801462,134.40182000665993,-30.10754743005561,-25.00847908492662,0.1987851224459427,-26.89514969030978
34,P-wave,P-wave,241.4500862375993,-0.18129758477761415,177.74174174174175,92.4084084084084,0.0,0.0,0.0
34,GB_PI,Set1,205.4095915779081,0.14503955100444588,153.60009279191652,80.21019628906942,-36.040494659691205,0.32633713578206003,-24.141648949825225
34,GB_PI,Set2,179.27984250528723,0.34872034701097565,140.2364478700812,34.10569005550254,-62.17024373231206,0.5300179317885898,-37.50529387166054
34,GB_PI,Set3,190.02626100026623,0.2683020594785368,142.09274186283582,51.07820156799996,-51.42382523733306,0.44959964425615095,-35.648999878905926
34,GB_PI,Set4,193.51392336028638,0.2411970294147645,155.4119835943085,60.48735840030209,-47.93616287731291,0.42249461419237866,-22.32975814743324
35,P-wave,P-wave,221.3732199094434,0.41409752353996565,168.78947368421052,-17.698060941828256,0.0,0.0,0.0
35,GB_PI,Set1,222.18256790302198,0.40980553340904513,163.12460971419299,-51.14096886215338,0.8093479935785695,-0.00429199013092052,-5.664863970017535
35,GB_PI,Set2,200.26379960183465,0.5205094269471515,152.214242619064,-26.587539544368436,-21.109420307608758,0.10641190340718587,-16.57523106514651
35,GB_PI,Set3,201.27921318297618,0.5156347009372702,144.69294421875026,-44.765411133824806,-20.094006726467228,0.1015371773973045,-24.096529465460264
35,GB_PI,Set4,193.16074084522967,0.5539198537088423,141.56476179398615,-35.851269263641534,-28.21247906421374,0.13982233016887669,-27.22471189022437
36,P-wave,P-wave,226.17393246630508,0.1764050265046243,173.8181818181818,-43.07954545454545,0.0,0.0,0.0
36,GB_PI,Set1,236.9927629962326,0.09572867854722733,176.60969426230088,-105.59824777454678,10.818830529927538,-0.08067634795739698,2.791512444119064
36,GB_PI,Set2,213.42168180839806,0.2666595090617704,165.02019026510368,-77.04958574686678,-12.752250657907013,0.09025448255714608,-8.797991553078134
36,GB_PI,Set3,222.70649481147169,0.2014642678789741,162.77910652680433,-92.0282491256912,-3.4674376548333896,0.025059241374349783,-11.039075291377486
36,GB_PI,Set4,214.78500978392276,0.25726049313763755,166.3356801817735,-92.71248772134294,-11.388922682382315,0.08085546663301324,-7.482501636408301
37,P-wave,P-wave,232.09539152949756,0.17947266059735867,174.08615384615385,6.683076923076923,0.0,0.0,0.0
37,GB_PI,Set1,213.47810600923492,0.30582862074570183,164.19568590417907,8.558358063308434,-18.61728552026264,0.12635596014834316,-9.890467941974777
37,GB_PI,Set2,227.955855276079,0.20848066976818846,170.92929080886265,-57.66535918697381,-4.139536253418555,0.029008009170829796,-3.1568630372912025
37,GB_PI,Set3,208.90933602875236,0.33522340743210066,159.91434684836224,-3.1715649280113154,-23.186055500745198,0.155750746834742,-14.171806997791606
37,GB_PI,Set4,214.7417625760646,0.29758617885501015,154.0633231713434,-50.29053392671297,-17.353628953432974,0.11811351825765148,-20.02283067481045
38,P-wave,P-wave,212.80474069962253,0.22235553959439858,160.88686131386862,37.332116788321166,0.0,0.0,0.0
38,GB_PI,Set1,207.92871289135817,0.2575838410815865,153.0476849287169,17.43391129338171,-4.876027808264354,0.03522830148718792,-7.839176385151717
38,GB_PI,Set2,213.46160803750203,0.21754739851797034,152.22933015626313,-40.99408824213322,0.656867337879504,-0.004808141076428241,-8.65753115760549
38,GB_PI,Set3,190.61139565277827,0.3760982440613583,141.02935210129115,10.086691246530725,-22.193345046844257,0.1537427044669597,-19.85750921257747
38,GB_PI,Set4,207.6032612851401,0.2599060931159146,146.01876777696563,-39.772186959026385,-5.201479414482435,0.03755055352151604,-14.86809353690299
39,P-wave,P-wave,288.1389590136893,-0.1678923732010298,236.4597014925373,74.63283582089552,0.0,0.0,0.0
39,GB_PI,Set1,254.0450751059628,0.09213679055755608,207.8994685308835,8.803553255726131,-34.09388390772651,0.26002916375858587,-28.56023296165381
39,GB_PI,Set2,232.63243953806955,0.2387287884381747,182.1307844532458,-40.571934179679126,-55.50651947561977,0.4066211616392045,-54.3289170392915
39,GB_PI,Set3,255.0030328714936,0.0852771075564217,204.05399240204247,5.005389961118114,-33.13592614219573,0.2531694807574515,-32.40570909049484
39,GB_PI,Set4,255.09132323184377,0.08464358415109641,199.83248279213026,-14.63983483077697,-33.04763578184554,0.2525359573521262,-36.62721870040704
40,P-wave,P-wave,259.16707167047934,-0.03670744253062619,208.65300546448088,-20.620218579234972,0.0,0.0,0.0
40,GB_PI,Set1,238.20936566107005,0.12418125063357288,180.70914849886344,-81.93738123105848,-20.957706009409293,0.16088869316419907,-27.943856965617442
