seed,model,feature_set,RMSE,R2,MAE,Bias,Delta_RMSE,Delta_R2,Delta_MAE
38,RF_PI,Set4,209.85955845100062,0.24373152901166562,149.25779625208077,-42.87073719967264,-2.9451822486219044,0.02137598941726704,-11.629065061787855
39,P-wave,P-wave,288.1389590136893,-0.1678923732010298,236.4597014925373,74.63283582089552,0.0,0.0,0.0
39,RF_PI,Set1,253.34988196459133,0.09709871883001364,207.49993791291072,8.208964037543355,-34.78907704909798,0.26499109203104343,-28.959763579626582
39,RF_PI,Set2,234.96996472733733,0.22335319482714744,185.07485882135833,-41.25543789488467,-53.16899428635199,0.3912455680281772,-51.38484267117897
39,RF_PI,Set3,252.25428147639138,0.10489094797534193,201.0638245578189,9.729565634739727,-35.88467753729793,0.2727833211763717,-35.395876934718416
39,RF_PI,Set4,252.51462290067374,0.10304238297509738,200.2007091656732,-16.50101972315361,-35.62433611301557,0.27093475617612717,-36.2589923268641
40,P-wave,P-wave,259.16707167047934,-0.03670744253062619,208.65300546448088,-20.620218579234972,0.0,0.0,0.0
40,RF_PI,Set1,238.51524572164573,0.12193056253751411,181.72620218452334,-79.98919254539389,-20.65182594883362,0.1586380050681403,-26.92680327995754
40,RF_PI,Set2,213.27684689482416,0.2979242121827107,158.93929780251543,-79.26124813731234,-45.890224775655184,0.3346316547133369,-49.71370766196546
40,RF_PI,Set3,234.6351618578052,0.15026645554910845,172.86113915166612,-86.82807380892599,-24.531909812674144,0.18697389807973464,-35.79186631281476
