seed,model,feature_set,feature,importance
9,GB_PI,Set1,U.ratio,0.298658073455865
9,GB_PI,Set1,Mw,0.061318498278957745
9,GB_PI,Set1,EpiD,0.333144004458221
9,GB_PI,Set1,E.Dep,0.08459193008836223
9,GB_PI,Set1,ray.p,0.11198849794487596
9,GB_PI,Set1,j.angle,0.11029899577371799
9,GB_PI,Set2,U.ratio,0.15566612901774513
9,GB_PI,Set2,Mw,0.015423739935655807
9,GB_PI,Set2,EpiD,0.0878327556441144
9,GB_PI,Set2,E.Dep,0.014684184561546897
9,GB_PI,Set2,ray.p,0.015556770126608745
9,GB_PI,Set2,j.angle,0.06931517102744644
9,GB_PI,Set2,S.Lat,0.2063419969245808
9,GB_PI,Set2,S.Long,0.43517925276230174
9,GB_PI,Set3,U.ratio,0.18424150673394996
9,GB_PI,Set3,Mw,0.020554712484644223
9,GB_PI,Set3,EpiD,0.1508011573419631
9,GB_PI,Set3,E.Dep,0.030275903967421896
9,GB_PI,Set3,ray.p,0.048057890385651024
9,GB_PI,Set3,j.angle,0.09913877153078483
9,GB_PI,Set3,slope_500m,0.46693005755558503
9,GB_PI,Set4,U.ratio,0.1509882087609705
9,GB_PI,Set4,Mw,0.00789550832225692
9,GB_PI,Set4,EpiD,0.07000281815289104
9,GB_PI,Set4,E.Dep,0.009456715979340254
9,GB_PI,Set4,ray.p,0.018002237238099336
9,GB_PI,Set4,j.angle,0.06502630237962755
9,GB_PI,Set4,S.Lat,0.1417096853571155
9,GB_PI,Set4,S.Long,0.37037615259374124
9,GB_PI,Set4,slope_500m,0.16654237121595755
