seed,model,feature_set,feature,importance
19,GB_PI,Set1,U.ratio,0.3527205642659985
19,GB_PI,Set1,Mw,0.04060844712277785
19,GB_PI,Set1,EpiD,0.2544125260862897
19,GB_PI,Set1,E.Dep,0.08741022429832551
19,GB_PI,Set1,ray.p,0.11111569582053968
19,GB_PI,Set1,j.angle,0.1537325424060688
19,GB_PI,Set2,U.ratio,0.1735291288298428
19,GB_PI,Set2,Mw,0.0037357650716174223
19,GB_PI,Set2,EpiD,0.04145529733979724
19,GB_PI,Set2,E.Dep,0.013566115348780855
19,GB_PI,Set2,ray.p,0.015714953593556437
19,GB_PI,Set2,j.angle,0.07848644096979493
19,GB_PI,Set2,S.Lat,0.3050140847922972
19,GB_PI,Set2,S.Long,0.36849821405431304
19,GB_PI,Set3,U.ratio,0.2168313610642095
19,GB_PI,Set3,Mw,0.005019693911566604
19,GB_PI,Set3,EpiD,0.09645929461417542
19,GB_PI,Set3,E.Dep,0.02938130324360225
19,GB_PI,Set3,ray.p,0.0475949435624749
19,GB_PI,Set3,j.angle,0.11320595016613583
19,GB_PI,Set3,slope_500m,0.49150745343783553
19,GB_PI,Set4,U.ratio,0.15639227897247665
19,GB_PI,Set4,Mw,0.00273742821398655
19,GB_PI,Set4,EpiD,0.03165269362481706
19,GB_PI,Set4,E.Dep,0.01020482676709567
19,GB_PI,Set4,ray.p,0.013727136090086843
19,GB_PI,Set4,j.angle,0.08928764642022036
19,GB_PI,Set4,S.Lat,0.218541123480068
19,GB_PI,Set4,S.Long,0.32539889282515677
19,GB_PI,Set4,slope_500m,0.15205797360609216
