seed,model,feature_set,feature,importance
16,GB_PI,Set1,U.ratio,0.3610805671356827
16,GB_PI,Set1,Mw,0.07051901719739602
16,GB_PI,Set1,EpiD,0.24669146779119375
16,GB_PI,Set1,E.Dep,0.05671232619665802
16,GB_PI,Set1,ray.p,0.12625113819575323
16,GB_PI,Set1,j.angle,0.13874548348331622
16,GB_PI,Set2,U.ratio,0.11946092548676773
16,GB_PI,Set2,Mw,0.012215508903866796
16,GB_PI,Set2,EpiD,0.043783080048785956
16,GB_PI,Set2,E.Dep,0.009357635606729968
16,GB_PI,Set2,ray.p,0.006166683085027899
16,GB_PI,Set2,j.angle,0.061303899251089054
16,GB_PI,Set2,S.Lat,0.36572797920381467
16,GB_PI,Set2,S.Long,0.38198428841391796
16,GB_PI,Set3,U.ratio,0.18591797983769145
16,GB_PI,Set3,Mw,0.012597980479539417
16,GB_PI,Set3,EpiD,0.0858652545891407
16,GB_PI,Set3,E.Dep,0.013593772783109666
16,GB_PI,Set3,ray.p,0.0288885190431987
16,GB_PI,Set3,j.angle,0.09836425928493273
16,GB_PI,Set3,slope_500m,0.5747722339823873
16,GB_PI,Set4,U.ratio,0.11709354805703633
16,GB_PI,Set4,Mw,0.00610647155914603
16,GB_PI,Set4,EpiD,0.03623411170550453
16,GB_PI,Set4,E.Dep,0.005054461883425402
16,GB_PI,Set4,ray.p,0.0050406292825396735
16,GB_PI,Set4,j.angle,0.06807017462009779
16,GB_PI,Set4,S.Lat,0.24627994924067642
16,GB_PI,Set4,S.Long,0.32589556496859945
16,GB_PI,Set4,slope_500m,0.19022508868297447
