seed,model,feature_set,feature,importance
6,GB_PI,Set1,U.ratio,0.23771494456772932
6,GB_PI,Set1,Mw,0.10282907925924503
6,GB_PI,Set1,EpiD,0.3177583438811094
6,GB_PI,Set1,E.Dep,0.1446413803169411
6,GB_PI,Set1,ray.p,0.11361384622157053
6,GB_PI,Set1,j.angle,0.08344240575340461
6,GB_PI,Set2,U.ratio,0.11723682485874015
6,GB_PI,Set2,Mw,0.02101631567617876
6,GB_PI,Set2,EpiD,0.0760190277574599
6,GB_PI,Set2,E.Dep,0.022466646092805926
6,GB_PI,Set2,ray.p,0.01079808903916562
6,GB_PI,Set2,j.angle,0.06607803820759713
6,GB_PI,Set2,S.Lat,0.16653491132560963
6,GB_PI,Set2,S.Long,0.5198501470424428
6,GB_PI,Set3,U.ratio,0.1430153414440466
6,GB_PI,Set3,Mw,0.0354563821674648
6,GB_PI,Set3,EpiD,0.13536709441057368
6,GB_PI,Set3,E.Dep,0.03510105642432052
6,GB_PI,Set3,ray.p,0.0293165018983361
6,GB_PI,Set3,j.angle,0.06112925855993711
6,GB_PI,Set3,slope_500m,0.5606143650953211
6,GB_PI,Set4,U.ratio,0.11194066849259306
6,GB_PI,Set4,Mw,0.015003149324227938
6,GB_PI,Set4,EpiD,0.048499922935661056
6,GB_PI,Set4,E.Dep,0.012714553257267263
6,GB_PI,Set4,ray.p,0.007827534363861783
6,GB_PI,Set4,j.angle,0.06606518031013409
6,GB_PI,Set4,S.Lat,0.11330774462407439
6,GB_PI,Set4,S.Long,0.3786840448809972
6,GB_PI,Set4,slope_500m,0.24595720181118327
